Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.38770538563338,10.526846067366812,3024,25,0.20833333,14.1,-8.8,788.0,83.0,14.4,293
46.2883831357987,11.94275911374598,1226,34,10.966667,27.6,-0.8,766.0,90.0,26.6,2
46.91636794498638,10.717187472624373,2512,23,2.5791667,17.4,-6.9,984.0,99.0,11.8,89
46.761761345611525,11.193931273083797,1148,18,11.4375,28.3,0.1,682.0,85.0,31.9,98
46.73686365727773,11.864848947595284,1335,20,10.508334,27.2,-1.0,752.0,96.0,33.6,62
46.5342119007035,11.550017989958278,1018,14,12.495833,29.9,0.2,665.0,80.0,29.3,333
46.41726583965022,11.850119944391585,2355,24,4.579167,18.9,-5.2,1050.0,114.0,20.1,89
46.64547866386194,11.423893509141278,2249,10,5.575001,20.5,-4.1,712.0,80.0,19.4,148
46.57910638775461,10.70787838472773,2115,33,5.929167,21.0,-4.0,411.0,47.0,20.6,291
46.60778439039109,12.1755560252858,2148,15,5.866667,20.6,-4.3,1138.0,125.0,19.1,358
46.95175455959729,11.451522287932038,1307,7,10.145833,27.0,-0.8,840.0,108.0,31.0,187
46.391063000256246,11.50999656371568,1490,8,10.337501,26.5,-0.4,595.0,77.0,36.4,331
46.460056778901766,10.644466469555196,2805,14,0.85416657,15.0,-8.3,690.0,70.0,12.4,25
46.72635550568744,12.146953631672767,1264,11,10.558333,27.8,-1.6,696.0,88.0,31.6,307
46.92301912536469,11.684954641146897,1767,22,7.8333325,23.8,-2.3,948.0,113.0,26.3,166
46.56093951650879,10.908991447002103,2293,16,4.866667,19.5,-4.5,428.0,46.0,16.1,179
46.872067457390166,11.509063737258552,1316,26,10.779167,27.4,-0.3,791.0,101.0,32.2,211
46.95116718494444,11.16677873598475,3202,11,-1.6083336,11.1,-9.6,1497.0,174.0,19.6,101
46.56937397440089,10.92674616663212,2578,7,3.4208336,17.4,-5.5,603.0,58.0,11.0,166
46.472018485288864,11.159805703792456,1438,7,10.683333,26.9,-0.1,462.0,59.0,37.9,203
46.56165663549361,11.455592455741598,1405,9,10.758334,27.3,-0.3,617.0,79.0,35.1,128
46.49814987045324,10.724660392826546,2024,22,5.8583336,21.6,-4.7,326.0,39.0,25.9,321
46.40356047514705,10.815214279350416,1468,15,9.516666,26.2,-2.0,383.0,48.0,36.5,8
46.51885386362555,11.815132014162584,2763,10,2.4583333,16.2,-6.7,1089.0,104.0,9.6,179
