Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D,GroundTemperature_K
2021-08-05 00:00:00,46.89643407515389,11.865901557067136,a9036e6c-4176-11ec-a51f-0242ac13000d,2.0,Gleitung rotational/translational,283.04833984375
2021-08-05 00:00:00,46.89646703882785,11.867395073291538,f647f378-4176-11ec-a2a7-0242ac13000d,2.0,Gleitung rotational/translational,283.04833984375
2021-08-05 00:00:00,46.89637252373677,11.844160396863264,2b9ddec0-4177-11ec-a300-0242ac13000d,2.0,Gleitung rotational/translational,283.04833984375
2021-04-01 17:00:00,46.676032779514564,11.895321555901058,c30a7a68-4887-11ec-a1e7-0242ac13000d,2.0,Gleitung rotational/translational,273.160400390625
2021-02-08 00:00:00,46.24790657535332,11.230960311297313,9b9802f6-4888-11ec-aeb1-0242ac13000d,2.0,Gleitung rotational/translational,273.15960693359375
2021-04-15 00:00:00,46.560657823103696,11.339124968962542,78df5fa0-4876-11ec-b78c-0242ac13000d,2.0,Gleitung rotational/translational,273.03546142578125
2021-02-04 00:00:00,46.747874092605635,11.197447381450196,08468b20-4889-11ec-ab4f-0242ac13000d,2.0,Gleitung rotational/translational,271.638427734375
2020-12-07 00:00:00,46.56973848954456,11.06542309194517,d0b4fd04-488d-11ec-9dbe-0242ac13000d,2.0,Gleitung rotational/translational,272.8341064453125
2021-08-17 00:00:00,46.648497826385174,11.22636687849305,10ee6caa-4714-11ec-b947-0242ac13000d,2.0,Gleitung rotational/translational,286.20751953125
2021-02-12 00:00:00,46.66144823083201,11.550094220510193,55b78492-488c-11ec-969f-0242ac13000d,2.0,Gleitung rotational/translational,261.78173828125
2024-06-13 00:00:00,46.468636679615486,11.576134001648716,bd9806b2-f5b4-11ef-9ed6-0242ac120004,5.0,Schnelles Fliessen (Mure),
2024-05-31 00:00:00,46.44344118495835,11.54741290211031,090ea63a-0afc-11f0-9e60-c270514588df,5.0,Schnelles Fliessen (Mure),
2024-06-17 08:00:00,46.63950116804336,11.82720584631784,8d859964-6899-11f0-9cc6-b2374db36148,7.0,Komplexe Rutschung,
2024-06-14 12:00:00,46.42571258112106,11.518282439974453,14d7d47e-1389-11f0-bc40-c270514588df,5.0,Schnelles Fliessen (Mure),
2024-04-01 00:00:00,46.52595188593724,11.254519342555655,d35f0848-0afd-11f0-9666-c270514588df,2.0,Gleitung rotational/translational,
2024-04-01 00:00:00,46.53001328128115,11.260522868319415,573a2088-0afb-11f0-8720-c270514588df,2.0,Gleitung rotational/translational,
2023-10-31 00:00:00,46.54784487281458,11.526224242529624,b00b3896-acb4-11ef-8f32-0242ac120012,5.0,Schnelles Fliessen (Mure),282.705322265625
2023-10-31 00:00:00,46.57324028392899,11.530836104275089,3e93dbb6-b2f2-11ef-a893-0242ac120012,2.0,Gleitung rotational/translational,282.705322265625
2024-04-01 11:00:00,46.58330328739591,11.167226915109623,3ddf370c-0bad-11ef-b4aa-0242ac120003,2.0,Gleitung rotational/translational,
2023-08-27 00:00:00,46.39199813061816,11.482740839096952,f72975e8-96c1-11ef-837a-0242ac120010,2.0,Gleitung rotational/translational,288.64306640625
2024-04-02 00:00:00,46.38303068367002,11.272011655078606,1e9c745e-f2b6-11ef-9170-0242ac120004,2.0,Gleitung rotational/translational,
2024-05-22 00:00:00,46.413875918142,11.494176214619394,461c69ca-df07-11ef-9e26-0242ac12000f,5.0,Schnelles Fliessen (Mure),
2024-02-12 00:00:00,46.661553965502875,11.187660233289547,02257356-0f9a-11f0-b85e-c270514588df,7.0,Komplexe Rutschung,
